x1,x2,y
0.268908,-0.03147,1.06535e+09
1.94835,0.117727,0
1.5034,-0.411885,1.06535e+09
-0.081017,0.471946,0
0.491235,0.802544,0
-0.657667,0.715447,0
0.658482,-0.44339,1.06535e+09
0.60808,0.777959,0
0.302958,-0.156294,1.06535e+09
1.86733,0.077847,1.06535e+09
0.652949,0.829707,0
1.94023,-0.0511,1.06535e+09
0.303298,0.972478,0
0.757891,0.720312,0
1.0509,0.035168,1.06535e+09
1.65771,-0.273558,1.06535e+09
0.170994,0.236513,1.06535e+09
0.862764,0.495131,0
0.069603,0.300579,1.06535e+09
0.114674,-0.076398,1.06535e+09
0.637589,0.638377,0
0.071362,1.01115,0
0.751129,0.614294,0
1.40206,-0.564549,1.06535e+09
0.180221,1.05625,0
0.770249,-0.558809,1.06535e+09
-0.186678,0.991204,0
1.91843,0.211304,0
-0.931667,0.682175,0
-0.655996,0.718996,0
1.48031,-0.39914,1.06535e+09
0.815409,0.513025,0
0.03747,0.420905,1.06535e+09
0.39705,-0.291742,1.06535e+09
-1.07213,0.110944,0
0.785581,-0.40266,1.06535e+09
0.099205,-0.087353,1.06535e+09
1.70768,-0.27748,1.06535e+09
0.393141,-0.289238,1.06535e+09
0.481472,0.856175,0
1.3396,-0.460905,1.06535e+09
1.05313,-0.474465,1.06535e+09
1.0501,-0.538486,1.06535e+09
1.97369,0.430394,0
1.93854,-0.013177,1.06535e+09
0.094158,0.093623,1.06535e+09
0.482108,0.846996,0
1.56362,-0.279491,1.06535e+09
1.83203,0.022982,1.06535e+09
0.89422,0.420342,0
0.615495,-0.415565,1.06535e+09
0.818193,0.660111,0
-0.974359,0.3955,0
0.892316,-0.498642,1.06535e+09
1.61678,-0.351382,1.06535e+09
-0.994809,0.378123,0
0.146387,-0.083223,1.06535e+09
-0.196637,0.951937,0
0.610366,0.768387,0
-1.10208,0.079028,0
0.794632,0.636133,0
0.891864,0.305944,0
0.358167,-0.214073,1.06535e+09
0.407701,0.946,0
0.992488,0.10653,0
