x1,x2,y
0.470095,-1.11133,0
0.26676,0.493351,1.06535e+09
-0.223363,0.304399,1.06535e+09
0.210897,0.675526,1.06535e+09
-0.031383,0.329436,1.06535e+09
0.687234,-0.175383,0
-0.766216,-0.045179,1.06535e+09
0.4449,0.997633,1.06535e+09
0.348937,-0.790946,0
-0.889938,-0.221012,1.06535e+09
-0.496419,0.129283,1.06535e+09
0.51873,-0.452585,0
0.061854,0.994661,1.06535e+09
0.341968,-0.606768,0
0.041721,-0.255632,0
0.456441,-0.450676,0
0.539401,0.754933,1.06535e+09
-1.20045,-0.489045,1.06535e+09
0.111118,-0.220073,0
-0.511989,0.496976,1.06535e+09
0.488919,-0.199618,0
0.972585,0.968464,1.06535e+09
-0.852984,-0.036707,1.06535e+09
0.749593,0.217768,1.06535e+09
-0.509217,0.100087,1.06535e+09
-0.647524,0.597213,1.06535e+09
0.633209,0.315213,1.06535e+09
-0.130594,-0.925789,0
0.153656,0.972648,1.06535e+09
-0.482371,-0.890138,0
0.470264,-0.845582,0
-1.21973,-0.403025,1.06535e+09
-0.757488,-1.09076,0
-0.263198,0.587921,1.06535e+09
0.902394,0.028036,0
-0.563468,-0.368591,0
0.933423,0.209245,1.06535e+09
-0.93471,0.838225,1.06535e+09
-0.320984,-0.996285,0
0.094736,0.479896,1.06535e+09
0.80513,0.048905,1.06535e+09
0.327336,-0.722613,0
-0.002231,0.515633,1.06535e+09
0.812368,-0.07783,0
0.874173,0.89044,1.06535e+09
0.176557,-0.85378,0
1.20767,-0.047286,0
-0.579542,-0.641333,0
-0.191402,1.01532,1.06535e+09
-1.0269,-0.974091,0
0.951897,0.723055,1.06535e+09
-0.709638,-0.986609,0
-0.704332,-0.061663,1.06535e+09
0.199482,-0.170029,0
0.686393,0.60132,1.06535e+09
-0.027623,0.668594,1.06535e+09
-0.249797,0.068956,1.06535e+09
0.585069,-0.712531,0
0.237071,0.731271,1.06535e+09
-0.246854,-0.927922,0
0.325947,-0.612499,0
-0.678581,-1.33882,0
1.09747,0.39547,1.06535e+09
0.504094,0.097797,1.06535e+09
-1.33734,0.266639,1.06535e+09
0.29229,-1.12577,0
0.178836,-0.544704,0
0.808898,-0.28365,0
0.160066,-1.14508,0
0.508434,-1.00125,0
0.260942,0.351536,1.06535e+09
-0.693157,-0.365906,0
0.271645,0.748468,1.06535e+09
-0.33668,0.422795,1.06535e+09
-0.08275,-0.611406,0
0.404921,0.598745,1.06535e+09
0.176798,-1.34006,0
0.731269,-0.706999,0
0.496742,-0.82483,0
-0.568371,1.26756,1.06535e+09
-0.605912,0.645594,1.06535e+09
-0.38097,-0.103243,1.06535e+09
0.546633,0.161683,1.06535e+09
-0.632522,-0.660432,0
-0.001586,-0.778271,0
-1.04458,-0.052975,1.06535e+09
1.23929,0.938122,1.06535e+09
0.566772,0.149082,1.06535e+09
0.918181,0.685023,1.06535e+09
0.180584,0.270596,1.06535e+09
0.944256,-0.09587,0
-0.292054,0.480405,1.06535e+09
-0.608635,0.835631,1.06535e+09
-0.914044,0.732562,1.06535e+09
-0.797663,-0.194469,1.06535e+09
-0.149609,-1.50373,0
0.324466,0.409036,1.06535e+09
0.377431,1.03951,1.06535e+09
-1.11359,-0.325537,1.06535e+09
0.813781,0.435882,1.06535e+09
-0.230085,0.832885,1.06535e+09
-1.18334,0.363546,1.06535e+09
0.14314,-0.663717,0
0.640846,-0.381151,0
-1.31602,0.319398,1.06535e+09
-0.599918,0.302845,1.06535e+09
0.755951,-0.130545,0
-0.594282,0.095063,1.06535e+09
0.123592,-0.312514,0
0.732264,0.241363,1.06535e+09
0.327097,0.807997,1.06535e+09
0.91141,-0.247938,0
0.124877,-0.845121,0
-0.29154,-0.998753,0
1.10639,-0.096231,0
0.261168,-0.748701,0
-0.17919,1.05271,1.06535e+09
1.06281,0.285746,1.06535e+09
0.439953,-1.13566,0
-0.166717,0.837136,1.06535e+09
1.18149,0.175796,1.06535e+09
0.075352,1.07335,1.06535e+09
0.265562,1.04783,1.06535e+09
-0.704149,0.179567,1.06535e+09
0.017362,-1.74507,0
-0.622941,0.44048,1.06535e+09
-0.477064,0.213528,1.06535e+09
0.877545,-0.081761,0
0.930108,-0.049643,0
0.526745,1.14105,1.06535e+09
0.535006,-0.828375,0
0.320189,-1.00261,0
-0.42369,0.326026,1.06535e+09
-0.164765,0.783975,1.06535e+09
0.106266,1.07554,1.06535e+09
-0.754241,0.579717,1.06535e+09
0.977926,0.169612,1.06535e+09
0.727496,1.3814,1.06535e+09
0.289517,0.41482,1.06535e+09
1.06641,-0.197035,0
0.478371,0.780362,1.06535e+09
-0.638124,-0.349551,1.06535e+09
-0.948801,0.123878,1.06535e+09
0.337865,-0.094912,0
0.442444,-0.650229,0
0.321441,-0.741157,0
0.303677,0.680111,1.06535e+09
0.106155,-0.906423,0
-0.625112,-0.120307,1.06535e+09
0.859132,0.214597,1.06535e+09
-1.02362,-0.4001,1.06535e+09
-0.083772,-0.694612,0
0.517916,1.05714,1.06535e+09
-0.531232,-0.242883,1.06535e+09
-0.51596,-0.179474,1.06535e+09
0.703591,0.323548,1.06535e+09
-0.119108,-1.2401,0
-0.606279,-0.567112,0
0.275585,-0.395323,0
-0.884604,-0.21367,1.06535e+09
-0.173038,1.35622,1.06535e+09
0.185646,-0.636922,0
0.53612,-0.947468,0
-0.717278,-0.487215,0
-0.4803,-0.401397,0
0.34697,-1.19091,0
-0.348404,-0.141255,1.06535e+09
-0.842559,-0.103904,1.06535e+09
-0.585585,-0.22834,1.06535e+09
0.238608,0.055185,1.06535e+09
-1.10188,-0.663119,0
-0.635231,0.559134,1.06535e+09
0.673186,-0.970645,0
-1.06223,-0.122573,1.06535e+09
0.58584,-0.870723,0
-1.17752,0.66448,1.06535e+09
-1.01906,-1.00872,0
-0.361933,0.770765,1.06535e+09
1.33593,0.433861,1.06535e+09
0.402549,-1.55134,0
1.21116,-0.315223,0
-0.163982,0.492976,1.06535e+09
-0.642004,0.437497,1.06535e+09
-0.200005,0.520714,1.06535e+09
0.324728,0.09246,1.06535e+09
-0.871555,-0.342667,1.06535e+09
0.923183,-0.502472,0
-0.287933,-0.760012,0
-0.350548,1.45835,1.06535e+09
0.579436,1.01698,1.06535e+09
-1.16426,-0.160987,1.06535e+09
-0.172465,-0.558413,0
0.934091,-0.477209,0
-0.541447,1.20577,1.06535e+09
-0.776396,-0.21968,1.06535e+09
0.599651,-0.629499,0
-0.177779,1.36792,1.06535e+09
-0.183307,0.750918,1.06535e+09
-0.624349,0.376638,1.06535e+09
-0.496647,-0.112868,1.06535e+09
