x1,x2,y
0.285591,-0.992374,0
0.357026,0.57475,1.06535e+09
-0.409058,0.500199,1.06535e+09
-0.10992,0.677594,1.06535e+09
0.031397,0.637088,1.06535e+09
0.586466,-0.372105,1.06535e+09
-0.682486,0.17273,1.06535e+09
0.230301,0.984845,0
0.483388,-0.531143,1.06535e+09
-0.966896,-0.192986,0
-0.575261,0.334113,1.06535e+09
0.301194,-0.617801,1.06535e+09
0.08342,0.74451,1.06535e+09
-0.123265,-0.655911,1.06535e+09
-0.305612,-0.53513,1.06535e+09
0.658256,-0.11174,1.06535e+09
0.30464,0.668192,1.06535e+09
-0.954097,-0.436324,0
-0.262503,0.4745,1.06535e+09
-0.137657,0.914518,0
0.663669,0.003358,1.06535e+09
0.651919,0.835592,0
-0.720898,0.066993,1.06535e+09
0.614753,-0.637886,1.06535e+09
-0.612685,0.265052,1.06535e+09
-0.50724,0.524767,1.06535e+09
0.477365,0.502001,1.06535e+09
-0.166835,-0.719305,1.06535e+09
-0.078835,0.98887,0
-0.080395,-0.98169,0
0.223446,-0.705937,1.06535e+09
-0.714467,-0.348194,1.06535e+09
-0.657435,-0.823889,0
-0.292238,0.625803,1.06535e+09
0.7234,-0.104633,1.06535e+09
-0.677245,-0.061432,1.06535e+09
0.734304,-0.038237,1.06535e+09
-0.602307,0.843311,0
-0.408313,-0.92007,0
0.415109,0.505214,1.06535e+09
0.712922,0.081262,1.06535e+09
0.234816,-0.675218,1.06535e+09
0.342503,0.557865,1.06535e+09
0.718728,-0.012972,1.06535e+09
0.78779,0.679593,0
0.310449,-0.653476,1.06535e+09
1.00843,-0.215123,0
-0.344962,-0.634705,1.06535e+09
-0.188051,0.987793,0
-0.874757,-0.608871,0
0.862256,0.567032,0
-0.519734,-0.89469,0
-0.69039,0.099029,1.06535e+09
0.763503,0.373123,0
0.560921,0.803827,0
-0.317169,0.603957,1.06535e+09
-0.552812,0.292516,1.06535e+09
0.544034,-0.822362,0
-0.175228,0.664248,1.06535e+09
0.031969,-0.733387,1.06535e+09
0.565503,-0.383106,1.06535e+09
-0.683553,-0.83061,0
0.790385,0.636368,0
0.814271,-0.385162,0
-1.03004,0.251681,0
0.101041,-1.01932,0
0.139112,-0.663785,1.06535e+09
0.927363,-0.304789,0
-0.077767,-1.01761,0
0.39151,-0.941688,0
-0.029621,0.637323,1.06535e+09
-0.540758,-0.460304,1.06535e+09
0.352045,0.899558,0
-0.092741,0.652648,1.06535e+09
0.23458,-0.629717,1.06535e+09
0.247747,0.654574,1.06535e+09
0.28698,-1.01589,0
0.653065,-0.759927,1.06535e+09
0.653246,-0.744945,1.06535e+09
-0.352243,1.00381,0
-0.632172,0.749693,1.06535e+09
-0.535422,-0.360082,1.06535e+09
0.563032,0.369822,1.06535e+09
-0.551943,-0.813679,0
